ID,label,node,value
CitySim: A Drone-Based Vehicle Trajectory Dataset for Safety-Oriented Research and Digital Twins,Intelligence,Edge AI & intelligence,Not available
CitySim: A Drone-Based Vehicle Trajectory Dataset for Safety-Oriented Research and Digital Twins,Intelligence,Edge node,Not available
CitySim: A Drone-Based Vehicle Trajectory Dataset for Safety-Oriented Research and Digital Twins,Intelligence,Mathematical models,Not available
CitySim: A Drone-Based Vehicle Trajectory Dataset for Safety-Oriented Research and Digital Twins,Intelligence,Model performance metrics,Not available
CitySim: A Drone-Based Vehicle Trajectory Dataset for Safety-Oriented Research and Digital Twins,Intelligence,Prediction,Not available
CitySim: A Drone-Based Vehicle Trajectory Dataset for Safety-Oriented Research and Digital Twins,Intelligence,Prescriptive recommendations,Not available
CitySim: A Drone-Based Vehicle Trajectory Dataset for Safety-Oriented Research and Digital Twins,Intelligence,Simulation models,Not available
CitySim: A Drone-Based Vehicle Trajectory Dataset for Safety-Oriented Research and Digital Twins,Intelligence,Federated learning,Not available
CitySim: A Drone-Based Vehicle Trajectory Dataset for Safety-Oriented Research and Digital Twins,Management,Actuator configuration,Not available
CitySim: A Drone-Based Vehicle Trajectory Dataset for Safety-Oriented Research and Digital Twins,Management,Compliance indicator,"Trajectory accuracy, safety-critical event detection rate"
CitySim: A Drone-Based Vehicle Trajectory Dataset for Safety-Oriented Research and Digital Twins,Management,Device management,Not available
CitySim: A Drone-Based Vehicle Trajectory Dataset for Safety-Oriented Research and Digital Twins,Management,Event logging,Not available
CitySim: A Drone-Based Vehicle Trajectory Dataset for Safety-Oriented Research and Digital Twins,Management,I/O performance metrics,Not available
CitySim: A Drone-Based Vehicle Trajectory Dataset for Safety-Oriented Research and Digital Twins,Management,System monitoring,Not available
CitySim: A Drone-Based Vehicle Trajectory Dataset for Safety-Oriented Research and Digital Twins,Management,Command and control,Not available
CitySim: A Drone-Based Vehicle Trajectory Dataset for Safety-Oriented Research and Digital Twins,Management,Orchestration,Not available
CitySim: A Drone-Based Vehicle Trajectory Dataset for Safety-Oriented Research and Digital Twins,Trustworthiness,Data encryption,Not available
CitySim: A Drone-Based Vehicle Trajectory Dataset for Safety-Oriented Research and Digital Twins,Trustworthiness,Privacy,Not available
CitySim: A Drone-Based Vehicle Trajectory Dataset for Safety-Oriented Research and Digital Twins,Trustworthiness,Reliability,Not available
CitySim: A Drone-Based Vehicle Trajectory Dataset for Safety-Oriented Research and Digital Twins,Trustworthiness,Resilience,Not available
CitySim: A Drone-Based Vehicle Trajectory Dataset for Safety-Oriented Research and Digital Twins,Trustworthiness,Security,Not available
CitySim: A Drone-Based Vehicle Trajectory Dataset for Safety-Oriented Research and Digital Twins,User Experience,3D Rendering,Not available
CitySim: A Drone-Based Vehicle Trajectory Dataset for Safety-Oriented Research and Digital Twins,User Experience,Advanced visualization,Not available
CitySim: A Drone-Based Vehicle Trajectory Dataset for Safety-Oriented Research and Digital Twins,User Experience,Augmented reality,Not available
CitySim: A Drone-Based Vehicle Trajectory Dataset for Safety-Oriented Research and Digital Twins,User Experience,Dashboards,Not available
CitySim: A Drone-Based Vehicle Trajectory Dataset for Safety-Oriented Research and Digital Twins,User Experience,Entity Relationship Visualization,Not available
CitySim: A Drone-Based Vehicle Trajectory Dataset for Safety-Oriented Research and Digital Twins,User Experience,Gamification,Not available
CitySim: A Drone-Based Vehicle Trajectory Dataset for Safety-Oriented Research and Digital Twins,User Experience,Gaming engine Visualization,Not available
CitySim: A Drone-Based Vehicle Trajectory Dataset for Safety-Oriented Research and Digital Twins,User Experience,Real-time monitoring,Not available
CitySim: A Drone-Based Vehicle Trajectory Dataset for Safety-Oriented Research and Digital Twins,User Experience,Virtual reality,Not available
Clinical usefulness of digital twin guided virtual amiodarone test in patients with atrial fibrillation ablation Check for updates,Paper Metadata,Paper title,Clinical usefulness of digital twin guided virtual amiodarone test in patients with atrial fibrillation ablation
Clinical usefulness of digital twin guided virtual amiodarone test in patients with atrial fibrillation ablation Check for updates,Paper Metadata,Paper DOI,10.1038/s41746-024-01298-z
Clinical usefulness of digital twin guided virtual amiodarone test in patients with atrial fibrillation ablation Check for updates,Paper Metadata,Paper abstract,"It would be clinically valuable if the efficacy of antiarrhythmic drugs could be simulated in advance. We developed a digital twin to predict amiodarone efficacy in high-risk atrial fibrillation (AF) patients postablation. Virtual left atrium models were created from computed tomography and electroanatomical maps to simulate AF and evaluate its response to varying amiodarone concentrations. As the amiodarone concentration increased in the virtual setting, action potential duration lengthened, peak upstroke velocities decreased, and virtual AF termination became more frequent. Patients were classified into effective (those with virtually terminated AF at therapeutic doses) and ineffective groups. The one-year clinical outcomes after AF ablation showed significantly better results in the effective group compared to the ineffective group, with AF recurrence rates of 20.8% vs. 45.1% (log-rank p = 0.031, adjusted hazard ratio, 0.37 [0.14-0.98]; p = 0.046)."
Clinical usefulness of digital twin guided virtual amiodarone test in patients with atrial fibrillation ablation Check for updates,DT General Information,Biomodels link,Not available
Clinical usefulness of digital twin guided virtual amiodarone test in patients with atrial fibrillation ablation Check for updates,DT General Information,DT performance metrics,"Action potential duration (APD 90), peak upstroke velocity (dV/dt), dominant frequency (DF), maximal slope of APD restitution curve (Smax), AF termination rate, AF recurrence rate"
Clinical usefulness of digital twin guided virtual amiodarone test in patients with atrial fibrillation ablation Check for updates,DT General Information,DT readiness scale,Not available
Clinical usefulness of digital twin guided virtual amiodarone test in patients with atrial fibrillation ablation Check for updates,DT General Information,Framework,Not available
Clinical usefulness of digital twin guided virtual amiodarone test in patients with atrial fibrillation ablation Check for updates,DT General Information,Scientific domain,Life Sciences
Clinical usefulness of digital twin guided virtual amiodarone test in patients with atrial fibrillation ablation Check for updates,DT General Information,Stage of DT development,TRL 6 (Technology demonstrated in relevant environment - inferred from clinical retrospective study and validation)
Clinical usefulness of digital twin guided virtual amiodarone test in patients with atrial fibrillation ablation Check for updates,DT General Information,Type of Digital Twin,Digital twin
Clinical usefulness of digital twin guided virtual amiodarone test in patients with atrial fibrillation ablation Check for updates,DT General Information,Use case,Prediction of amiodarone efficacy in high-risk atrial fibrillation patients post catheter ablation by simulating drug effects on virtual left atrium models to guide personalized antiarrhythmic drug therapy
Clinical usefulness of digital twin guided virtual amiodarone test in patients with atrial fibrillation ablation Check for updates,Data Services,Asynchronous integration,Not available
Clinical usefulness of digital twin guided virtual amiodarone test in patients with atrial fibrillation ablation Check for updates,Data Services,Data aggregation,"Calculation of mean values for APD 90, peak upstroke velocity, dominant frequency, and maximal slope of APD restitution curve across nodes"
Clinical usefulness of digital twin guided virtual amiodarone test in patients with atrial fibrillation ablation Check for updates,Data Services,Data type,"Computed tomography imaging data, electroanatomical mapping data, electrophysiological parameters, clinical patient data"
